"region","functionality_main","water_months","seasonality","dryness","dryness_duration","puits_safety","latitude","longitude","photo"
"Mopti","fonctionnel",10,"Yes","non",NA,"Non",15.35056845,-4.07435741,"https://akvoflow-87.s3.amazonaws.com/images/ad730165-dd29-4537-ac25-bb9da9fc89fa.jpg"
"Mopti","non utilisé",NA,"No",NA,NA,"Non",15.35371071,-4.07454481,"https://akvoflow-87.s3.amazonaws.com/images/4a49dda1-64ea-4bff-8028-5cf637c2b5eb.jpg"
"Mopti","fonctionnel",10,"Yes","non",NA,"Non",13.95389646,-3.59078633,"https://akvoflow-87.s3.amazonaws.com/images/8ba5258e-86a9-4de3-8d75-bf386f174dcc.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.75543752,-4.08060694,"https://akvoflow-87.s3.amazonaws.com/images/007fc42f-4777-4339-ba04-1bb40267d603.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",13.95342845,-3.59115161,"https://akvoflow-87.s3.amazonaws.com/images/1a8f9a97-1bbb-43ae-8ac0-772c4bbfac6f.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.75837583,-4.07997595,"https://akvoflow-87.s3.amazonaws.com/images/c2582637-2b4e-48c6-bb46-03b7e59fd706.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",13.95131506,-3.59101626,"https://akvoflow-87.s3.amazonaws.com/images/2990a74c-3623-4055-9f29-8f34e446cdab.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.58188722,-4.93252135,"https://akvoflow-87.s3.amazonaws.com/images/76a5043b-fee3-4d7a-935e-4ad09693c5a5.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",13.95532511,-3.5879941,"https://akvoflow-87.s3.amazonaws.com/images/089e514a-b985-4fe0-9bee-6cdbd3e4c3a0.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.57997865,-4.93354833,"https://akvoflow-87.s3.amazonaws.com/images/9ace5514-8831-4e58-8e38-810cea0c7970.jpg"
"Mopti","sec",1,"Yes","oui","3ans","Non",14.58230038,-4.93457523,"https://akvoflow-87.s3.amazonaws.com/images/b1580b42-9b4a-4ece-bc9d-f87f4a1b8b13.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",13.99342604,-4.33143393,"https://akvoflow-87.s3.amazonaws.com/images/7ad789ae-0cc6-412c-aa96-20cd38d597a9.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",13.98045149,-3.58740404,"https://akvoflow-87.s3.amazonaws.com/images/518c9ae7-cb09-41bb-b717-ce3f4c72296b.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.58800391,-4.91743517,"https://akvoflow-87.s3.amazonaws.com/images/eb4fdf14-d824-463b-8c59-630859583b28.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",13.97982411,-3.58898549,"https://akvoflow-87.s3.amazonaws.com/images/6338b3c4-3b09-4a10-bb70-2f893256cf2d.jpg"
"Mopti","non utilisé",NA,"No",NA,NA,"Non",13.98028464,-3.59071944,"https://akvoflow-87.s3.amazonaws.com/images/c9dd8d65-fd9e-4fa7-a062-2cdf6f552d28.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.58875429,-4.91982112,"https://akvoflow-87.s3.amazonaws.com/images/14d44cf5-cc5b-4b11-a76c-bc58313d5c42.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.04305361,-3.52481304,"https://akvoflow-87.s3.amazonaws.com/images/4023abc0-2ffe-494e-9f8e-6bf31ba6f4db.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",13.99289679,-4.35709767,"https://akvoflow-87.s3.amazonaws.com/images/f3856775-c557-431a-b0ed-c51cf47ffa06.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",13.9899144,-4.35672248,"https://akvoflow-87.s3.amazonaws.com/images/f6532196-ac34-4857-8b8c-cf6f6da5411e.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",15.66260084,-4.38554741,"https://akvoflow-87.s3.amazonaws.com/images/a3b4841f-92bc-4302-afd6-e9d6f38ca1aa.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",13.99076627,-4.37356988,"https://akvoflow-87.s3.amazonaws.com/images/74115079-2be4-41ca-bccc-b94b0c344b00.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",15.65916602,-4.38354247,"https://akvoflow-87.s3.amazonaws.com/images/1e094d7c-3ef1-4eda-b19e-9bb0f6edf4c5.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.53087382,-4.93704844,"https://akvoflow-87.s3.amazonaws.com/images/9d641bd4-422e-46eb-a23c-1d6b8eb9f3e4.jpg"
"Mopti","fonctionnel",10,"Yes","non",NA,"Non",15.6635943,-4.40744138,"https://akvoflow-87.s3.amazonaws.com/images/b9a4b786-d0d3-40ee-9157-e0fcc422d1c6.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",15.66339398,-4.40667857,"https://akvoflow-87.s3.amazonaws.com/images/a00ae761-8856-4395-b37b-eb015460d013.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.68377606,-4.08080049,"https://akvoflow-87.s3.amazonaws.com/images/42072585-ae00-40e2-b559-dedb0796330c.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.52843363,-4.93662382,"https://akvoflow-87.s3.amazonaws.com/images/cf707911-481b-4307-9ce3-f7c2b4b5b4a5.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",15.04921478,-3.19325567,"https://akvoflow-87.s3.amazonaws.com/images/17b09a0d-1217-4595-9917-59c6e32c239e.jpg"
"Mopti","fonctionnel",8,"Yes","non",NA,"Non",15.04911353,-3.19316097,"https://akvoflow-87.s3.amazonaws.com/images/ad9c8e40-e36d-4b0f-ad49-3c84bcb9c5cc.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",13.97856668,-4.43105054,"https://akvoflow-87.s3.amazonaws.com/images/7ff36f57-3fa1-46c8-9515-22c33811082e.jpg"
"Mopti","sec",1,"Yes","oui","plus de 12 ans","Non",14.69628424,-4.10329903,"https://akvoflow-87.s3.amazonaws.com/images/ea297606-751a-4fda-84c5-2d9ab8594434.jpg"
"Mopti","fonctionnel",11,"Yes","non",NA,"Non",15.66369692,-4.43867723,"https://akvoflow-87.s3.amazonaws.com/images/4e9841a1-9bb1-48de-90d9-d2925da9cb17.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.69616147,-4.10042451,"https://akvoflow-87.s3.amazonaws.com/images/ebc88198-6ea2-4902-8791-a9e9ce154096.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",15.66343555,-4.43915022,"https://akvoflow-87.s3.amazonaws.com/images/770346be-447d-4b1a-8890-a7f769b41d3e.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.07271423,-3.57927679,"https://akvoflow-87.s3.amazonaws.com/images/85f6fd39-4c8f-4270-b095-49b245dd00fb.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",15.66296006,-4.44067354,"https://akvoflow-87.s3.amazonaws.com/images/143cdc33-e4e9-43d1-95f1-18d7d488abc7.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.7065279,-4.11638902,"https://akvoflow-87.s3.amazonaws.com/images/3818a48a-e345-44cc-a096-cb4e6cfc19cf.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",15.63411462,-4.44048522,"https://akvoflow-87.s3.amazonaws.com/images/8f8cfa7a-be3e-4e8e-abd4-8929e3c030ab.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.49118949,-4.99428537,"https://akvoflow-87.s3.amazonaws.com/images/47aeb5ef-3fea-4bcb-9d3d-cdbeb8e60061.jpg"
"Mopti","fonctionnel",11,"Yes","non",NA,"Non",15.63547157,-4.43978388,"https://akvoflow-87.s3.amazonaws.com/images/007958ba-3274-44f1-8ab3-a14c0741d158.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",13.99211483,-4.45928567,"https://akvoflow-87.s3.amazonaws.com/images/c19b0bd4-016e-4949-9bad-264c86faf390.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.06450535,-3.59359451,"https://akvoflow-87.s3.amazonaws.com/images/4927daa1-6560-414e-98c2-b8ef94993142.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.49843067,-4.95961938,"https://akvoflow-87.s3.amazonaws.com/images/899bd6ec-4419-43ef-ae70-def5754a584e.jpg"
"Mopti","non utilisé",NA,"No",NA,NA,"Non",14.06424079,-3.59283704,"https://akvoflow-87.s3.amazonaws.com/images/6aefe16d-2ebf-404a-abc8-6b6d1b9d7d87.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",13.99433564,-4.45890658,"https://akvoflow-87.s3.amazonaws.com/images/1c920895-4e37-435a-9298-7d86b201f3d9.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.06058502,-3.59145164,"https://akvoflow-87.s3.amazonaws.com/images/f0ab8a1f-719c-4b69-966d-ae959ac0c97e.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",15.31240245,-4.03352269,"https://akvoflow-87.s3.amazonaws.com/images/2068f58b-1d52-443d-a944-95b0d4ee5969.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",15.31392029,-4.03539393,"https://akvoflow-87.s3.amazonaws.com/images/3b107036-d99b-4d07-8e33-dae1680cf9e1.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Oui",14.73536407,-4.13701664,"https://akvoflow-87.s3.amazonaws.com/images/f98e1833-c295-4c0d-98d9-bc556805793e.jpg"
"Mopti","sec",6,"Yes","oui","depuis 5 ans","Non",15.04855294,-3.20868968,"https://akvoflow-87.s3.amazonaws.com/images/8ca933b8-25b7-4079-97f6-54e625237e1a.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",15.30358392,-4.02917919,"https://akvoflow-87.s3.amazonaws.com/images/9e5b79cb-c434-490b-96ca-4c4ed1a2db4a.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.52603408,-4.92209258,"https://akvoflow-87.s3.amazonaws.com/images/9fde4908-5e58-4227-883e-8c8de823f425.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.52608298,-4.92214372,"https://akvoflow-87.s3.amazonaws.com/images/7a97956f-a12b-4e4c-a369-dc2d189f0f88.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",15.05100723,-3.16074572,"https://akvoflow-87.s3.amazonaws.com/images/85fb692a-fce1-40f1-8481-de5893c3bb52.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.49283519,-3.6056217,"https://akvoflow-87.s3.amazonaws.com/images/3e0a16e0-5e3c-4866-a291-8978d8ce375a.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.69304136,-4.15541134,"https://akvoflow-87.s3.amazonaws.com/images/5cc56bf8-82f6-471e-90d0-f2a567fa4b59.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",13.96071044,-4.4318166,"https://akvoflow-87.s3.amazonaws.com/images/f6249e73-49fc-42ec-8682-6b09ab9e63e6.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.04401751,-3.57858634,"https://akvoflow-87.s3.amazonaws.com/images/99733cf0-0bd1-45e9-a9ed-7c2652088598.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.69939117,-4.14525681,"https://akvoflow-87.s3.amazonaws.com/images/57bd11e0-df0f-4a44-9bdc-f38b95250dee.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.49432111,-3.59932227,"https://akvoflow-87.s3.amazonaws.com/images/419e9bfb-fa3e-485c-8ec5-dac2e00562f1.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.53459534,-4.88221919,"https://akvoflow-87.s3.amazonaws.com/images/c5679159-6a0f-4eee-9db2-390af8aca1bb.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.70199181,-4.1452298,"https://akvoflow-87.s3.amazonaws.com/images/f579327d-98e9-47c7-8bf4-4107b15d6ddd.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.51942376,-4.87869193,"https://akvoflow-87.s3.amazonaws.com/images/0d52ffcb-73b7-4786-a179-7a7f7c252fb3.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",15.04068816,-3.15404102,"https://akvoflow-87.s3.amazonaws.com/images/c8bc3377-b9bf-4918-93ae-d6862d251297.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.51728647,-4.88144478,"https://akvoflow-87.s3.amazonaws.com/images/01177b17-917e-4628-830d-abf49c13f1b2.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",15.3068318,-4.01877456,"https://akvoflow-87.s3.amazonaws.com/images/37cddee2-ca6b-447a-9f69-7806742589af.jpg"
"Mopti","sec",1,"Yes","oui","10ans","Non",14.53571354,-4.88252275,"https://akvoflow-87.s3.amazonaws.com/images/511ebb31-20cf-4104-92df-a06305441f00.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",15.04196012,-3.1412035,"https://akvoflow-87.s3.amazonaws.com/images/a7acf320-5e73-412b-85d8-2a60177b4934.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.53688114,-4.85815822,"https://akvoflow-87.s3.amazonaws.com/images/51c06e2b-5054-4fef-afba-5f0e48db5a9a.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.03544944,-3.57980271,"https://akvoflow-87.s3.amazonaws.com/images/96964644-8f90-4613-8fa8-8ab42ab762af.jpg"
"Mopti","fonctionnel",9,"Yes","non",NA,"Non",14.53262477,-4.88705222,"https://akvoflow-87.s3.amazonaws.com/images/86b8208e-6317-4a8d-974a-6339cb1921e5.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.53405032,-4.88843581,"https://akvoflow-87.s3.amazonaws.com/images/6f7a2487-b7e0-411e-894d-3e282dbb8d17.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.01050395,-3.58776065,"https://akvoflow-87.s3.amazonaws.com/images/d9e51b83-9f25-446c-9b5b-f520f31037d4.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.54416423,-4.85282246,"https://akvoflow-87.s3.amazonaws.com/images/dc5eb604-b19d-4840-a219-ce25bd7a94f4.jpg"
"Mopti","fonctionnel",10,"Yes","non",NA,"Non",15.03735511,-3.14217531,"https://akvoflow-87.s3.amazonaws.com/images/e7dfd6ea-31fe-4e29-a853-c5a22d40aa39.jpg"
"Mopti","non utilisé",NA,"No",NA,NA,"Non",14.54620099,-4.85494027,"https://akvoflow-87.s3.amazonaws.com/images/035d1ad5-1cbf-4ed6-b675-bceaca444b19.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",15.62093574,-4.41038848,"https://akvoflow-87.s3.amazonaws.com/images/f74b4714-5c4c-476b-b3c4-443b3bef10f2.jpg"
"Mopti","non utilisé",NA,"No",NA,NA,"Non",14.65449621,-4.06855215,"https://akvoflow-87.s3.amazonaws.com/images/3c137a0e-4e5d-47d0-a478-95b5ccb6b104.jpg"
"Mopti","fonctionnel",10,"Yes","non",NA,"Non",15.03846284,-3.10452128,"https://akvoflow-87.s3.amazonaws.com/images/95acb034-c140-41cb-acb1-bfbf3f2da2f8.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",15.39889161,-4.01601104,"https://akvoflow-87.s3.amazonaws.com/images/bcb6bcac-7e37-4be7-8d3d-ca896626171f.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.06175017,-3.57237415,"https://akvoflow-87.s3.amazonaws.com/images/5c4faff8-a47b-4e94-a78c-f5e45f6113fe.jpg"
"Mopti","non utilisé",NA,"No",NA,NA,"Non",15.61985774,-4.4106509,"https://akvoflow-87.s3.amazonaws.com/images/7889e183-5d4c-41d8-acdb-3e93c16ba305.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.02816165,-3.61614536,"https://akvoflow-87.s3.amazonaws.com/images/7f5b8526-a3e8-4db5-9420-4b36a588b28b.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.02641895,-3.61895276,"https://akvoflow-87.s3.amazonaws.com/images/eb76b8c1-da3f-407f-b5a4-52efe4a0c0ce.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.65022401,-4.05488247,"https://akvoflow-87.s3.amazonaws.com/images/db0e8329-614e-4077-b4f1-9581ffda6ba4.jpg"
"Mopti","fonctionnel",11,"Yes","non",NA,"Non",14.02962389,-3.61654232,"https://akvoflow-87.s3.amazonaws.com/images/a66b9d29-bb47-4639-9924-62fd7f7eca23.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.65431909,-4.04463638,"https://akvoflow-87.s3.amazonaws.com/images/25224ed0-dd11-4b21-868f-ed551eb75bea.jpg"
"Mopti","non utilisé",9,"Yes","non",NA,"Non",14.51858342,-4.90314545,"https://akvoflow-87.s3.amazonaws.com/images/30c55df2-462f-40bb-be18-7bd80d57ab91.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.02744718,-3.61248283,"https://akvoflow-87.s3.amazonaws.com/images/f10498bd-bcca-438e-a98f-00e6f624761f.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.65476512,-4.04701187,"https://akvoflow-87.s3.amazonaws.com/images/bda823e8-e89e-44fa-add7-0d60291bb3ee.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.02713656,-3.61244466,"https://akvoflow-87.s3.amazonaws.com/images/d646e0f9-cf72-4bba-ab0c-5b5b48cf6aba.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",15.38120133,-4.00033827,"https://akvoflow-87.s3.amazonaws.com/images/42e110c9-a2cc-42a9-8f3a-dbe3f8f7a32a.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.03445153,-3.62080431,"https://akvoflow-87.s3.amazonaws.com/images/8e7459bc-3084-4330-8cfd-883d2013a576.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",15.03062196,-3.0811511,"https://akvoflow-87.s3.amazonaws.com/images/382bc71e-e974-4d70-bcb5-28f54819a7bf.jpg"
"Mopti","non utilisé",NA,"No",NA,NA,"Non",15.03071861,-3.08235309,"https://akvoflow-87.s3.amazonaws.com/images/9bc33e60-f94b-40f6-b257-20da3cd5c99f.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.49728376,-4.90908458,"https://akvoflow-87.s3.amazonaws.com/images/f62f7a0f-3395-4374-a65a-605eb502431d.jpg"
"Mopti","non utilisé",NA,"No",NA,NA,"Non",15.03119151,-3.08220424,"https://akvoflow-87.s3.amazonaws.com/images/b6413f09-a714-446c-befd-bdf01f0ff092.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.64014433,-4.02727261,"https://akvoflow-87.s3.amazonaws.com/images/bae148b4-2331-4f93-8776-88537d6b2050.jpg"
"Mopti","non utilisé",NA,"No",NA,NA,"Non",14.49675492,-4.90843567,"https://akvoflow-87.s3.amazonaws.com/images/30b97306-20ef-4b9f-886b-1f5c5c39cb7b.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.04494144,-3.60807411,"https://akvoflow-87.s3.amazonaws.com/images/b5ab2842-b4e4-410f-9a9d-460aebf3c066.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.64092251,-4.02753887,"https://akvoflow-87.s3.amazonaws.com/images/0b1f0b02-0e75-4772-967f-c51e019a096f.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",15.38482166,-4.02214296,"https://akvoflow-87.s3.amazonaws.com/images/028df948-aa77-4b49-b02d-5f2881acd241.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.01792376,-3.0066588,"https://akvoflow-87.s3.amazonaws.com/images/3259873a-6507-4baf-976d-e065425c728c.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",15.38479019,-4.02223242,"https://akvoflow-87.s3.amazonaws.com/images/f9133104-c1c6-4a6e-a362-ee632f045d3d.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",15.36045299,-4.13018943,"https://akvoflow-87.s3.amazonaws.com/images/df4f4a2d-745c-4299-a71d-624121063f0f.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.7743075,-3.96565731,"https://akvoflow-87.s3.amazonaws.com/images/30dc370e-e84b-44ba-8816-fd768101d8b1.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.03060282,-3.63515309,"https://akvoflow-87.s3.amazonaws.com/images/4bb7d5ab-e272-46de-adaa-f028ac0479a9.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.02695482,-3.63678419,"https://akvoflow-87.s3.amazonaws.com/images/e0198e13-a242-496d-8da6-473526be0b27.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.02751115,-3.63553566,"https://akvoflow-87.s3.amazonaws.com/images/739dcc18-8194-4d43-957f-f47460d25b87.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",15.38488908,-4.02221434,"https://akvoflow-87.s3.amazonaws.com/images/de2ffb33-cb13-4d18-846a-48d3d4a208a6.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",15.38485787,-4.02222145,"https://akvoflow-87.s3.amazonaws.com/images/efba8d57-d8ec-4cfa-af5c-ddd69aa06730.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.02739479,-3.63097599,"https://akvoflow-87.s3.amazonaws.com/images/5ad2b52b-a9e5-4531-b444-e1532dcd731e.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.02959778,-3.63046145,"https://akvoflow-87.s3.amazonaws.com/images/95b59c30-52fa-4003-855a-aa7d266175ae.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",13.87570684,-4.88347845,"https://akvoflow-87.s3.amazonaws.com/images/a02cd87c-3e25-4be7-ae8a-e32eb92d7fb7.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",13.88156949,-4.52117622,"https://akvoflow-87.s3.amazonaws.com/images/4e963fad-b311-4e13-9736-b5cf4d046062.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.7742767,-3.92597044,"https://akvoflow-87.s3.amazonaws.com/images/027c884a-7c66-4979-a5c7-ed5a93798e07.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",15.3812348,-4.00035924,"https://akvoflow-87.s3.amazonaws.com/images/87f42796-7d0a-4930-a810-952118110d58.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.81128319,-3.93623178,"https://akvoflow-87.s3.amazonaws.com/images/74f1bb81-7601-4fe6-9248-459975b3fb9b.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.77789414,-3.91963829,"https://akvoflow-87.s3.amazonaws.com/images/ebcdea57-1d9a-4fcb-941f-2732582c961e.jpg"
"Mopti","fonctionnel",9,"Yes","non",NA,"Non",14.94235265,-3.0911416,"https://akvoflow-87.s3.amazonaws.com/images/2910ccfc-4273-48fa-8bce-ddf09db1526e.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.81146013,-3.93784733,"https://akvoflow-87.s3.amazonaws.com/images/5748952f-db65-4785-8abb-ccc86c5c0e8f.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.79478064,-3.93527345,"https://akvoflow-87.s3.amazonaws.com/images/bad14209-d3e6-433b-9a91-5bb764a3cb91.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.0335035,-3.66120238,"https://akvoflow-87.s3.amazonaws.com/images/3861f2a5-c3f2-49f8-8c59-e34bce9a5cfd.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",13.87718193,-4.88712867,"https://akvoflow-87.s3.amazonaws.com/images/c624c5c2-c1f9-40cf-9e95-6adfe533604f.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",13.87273286,-4.88604069,"https://akvoflow-87.s3.amazonaws.com/images/7f6546a3-cfe0-4247-8155-06640aac335d.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.85443449,-3.91158491,"https://akvoflow-87.s3.amazonaws.com/images/411f028a-893d-4a6f-9142-c517f9742d0a.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.04218723,-3.67819753,"https://akvoflow-87.s3.amazonaws.com/images/4d03bfee-fe84-47d4-a4ad-2a68e6fe9dcd.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.0420938,-3.68055838,"https://akvoflow-87.s3.amazonaws.com/images/fca92c95-9c80-4ad0-bf4c-4fb7fec406eb.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.78964032,-3.89480324,"https://akvoflow-87.s3.amazonaws.com/images/542a08cb-62c8-442e-a4cb-bad76d654edf.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.84950416,-3.90828402,"https://akvoflow-87.s3.amazonaws.com/images/74eadffa-51cb-4888-b820-9e7b4a5a07c6.jpg"
"Mopti","non utilisé",NA,"No",NA,NA,"Non",14.78872894,-3.89474879,"https://akvoflow-87.s3.amazonaws.com/images/516ec371-7f33-4418-821b-02b1c963c6ae.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",13.88878993,-4.89571552,"https://akvoflow-87.s3.amazonaws.com/images/040328a5-8130-4388-94cc-a0e486ecbb70.jpg"
"Mopti","non utilisé",NA,"No",NA,NA,"Non",14.9187926,-3.06591406,"https://akvoflow-87.s3.amazonaws.com/images/95ae7e3e-19c8-4103-9da9-d8e5c024d33b.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.83596188,-3.8635567,"https://akvoflow-87.s3.amazonaws.com/images/ec631169-9c4d-42bf-abcb-1a416869c842.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.83705181,-3.86362598,"https://akvoflow-87.s3.amazonaws.com/images/fe55ed21-1dcb-4ee3-80af-30a79e15cbb7.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.01227263,-3.69666142,"https://akvoflow-87.s3.amazonaws.com/images/37bbbc52-b6bf-412f-9d0b-2b3d99da4b1b.jpg"
"Mopti","sec",5,"Yes","oui","5 moi sur les 12 moi de l'année","Non",14.76365826,-3.86850688,"https://akvoflow-87.s3.amazonaws.com/images/41b372c1-7389-4869-baeb-638ba11263b4.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.0159296,-3.69703871,"https://akvoflow-87.s3.amazonaws.com/images/71c1cba8-9333-49da-9614-6e18077e93f4.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",14.65052691,-3.90765281,"https://akvoflow-87.s3.amazonaws.com/images/8cd183cb-10aa-4361-93f6-309e0cfbfe53.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",15.56589498,-4.32384726,"https://akvoflow-87.s3.amazonaws.com/images/a5aea210-c4dc-4b1d-a67e-e59fabcf1f1a.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",15.56592662,-4.32393809,"https://akvoflow-87.s3.amazonaws.com/images/c010eb49-a926-4123-97ff-58bc2c6e9cd3.jpg"
"Mopti","fonctionnel",12,"No",NA,NA,"Non",15.56466886,-4.32518222,"https://akvoflow-87.s3.amazonaws.com/images/e6594faa-19b4-4b45-bfbb-b2b0a42187f3.jpg"
