"region","functionality_main","water_months","seasonality","dryness","dryness_duration","puits_safety","latitude","longitude","photo"
"Kayes","fonctionnel",9,"Yes","non",NA,"Non",15.0410627,-10.69166602,"https://akvoflow-87.s3.amazonaws.com/images/3ecd702b-e707-4f6a-b951-f51126860d83.jpg"
"Kayes","fonctionnel",12,"No",NA,NA,"Non",15.18624688,-11.77938223,"https://akvoflow-87.s3.amazonaws.com/images/ec9a52e7-32e0-4fab-a555-be7942514a07.jpg"
"Kayes","fonctionnel",12,"No",NA,NA,"Non",14.90648364,-9.68089331,"https://akvoflow-87.s3.amazonaws.com/images/e425e5d8-247a-4ec9-8661-48a8babb8577.jpg"
"Kayes","fonctionnel",9,"Yes","non",NA,"Non",15.0438967,-10.69076935,"https://akvoflow-87.s3.amazonaws.com/images/b797af26-9f86-471f-8c58-e68ccdd07d3b.jpg"
"Kayes","fonctionnel",9,"Yes","non",NA,"Non",15.18558818,-11.78395207,"https://akvoflow-87.s3.amazonaws.com/images/07d907b9-48be-4d55-975a-781959743582.jpg"
"Kayes","fonctionnel",9,"Yes","non",NA,"Non",15.27544508,-11.70454603,"https://akvoflow-87.s3.amazonaws.com/images/5c9c9f7e-56d2-4e96-8517-5aa515ff082b.jpg"
"Kayes","fonctionnel",9,"Yes","non",NA,"Non",15.04352818,-10.68952281,"https://akvoflow-87.s3.amazonaws.com/images/5b71ebf8-175e-477e-a52a-adf448b3ae1f.jpg"
"Kayes","fonctionnel",7,"Yes","non",NA,"Non",14.92414681,-9.57458878,"https://akvoflow-87.s3.amazonaws.com/images/d7156ba8-8368-45ca-bd82-990489099094.jpg"
"Kayes","fonctionnel",9,"Yes","non",NA,"Non",15.27617247,-11.70659912,"https://akvoflow-87.s3.amazonaws.com/images/b4502719-d7c1-473a-9b0f-40cf1e1945c6.jpg"
"Kayes","fonctionnel",3,"Yes","non",NA,"Non",15.27553093,-11.70450883,"https://akvoflow-87.s3.amazonaws.com/images/c56074bf-a3f5-4d23-acaf-926d91b32d6f.jpg"
"Kayes","fonctionnel",3,"Yes","non",NA,"Non",12.92131417,-8.85076925,"https://akvoflow-87.s3.amazonaws.com/images/489792ec-22ee-48cb-b240-6d6d4010f173.jpg"
"Kayes","fonctionnel",6,"Yes","non",NA,"Non",15.18553188,-11.78501436,"https://akvoflow-87.s3.amazonaws.com/images/b7f947cc-d0fc-49c2-ba7d-35aa87cf7c08.jpg"
"Kayes","non utilisé",NA,"No",NA,NA,"Non",14.92309127,-9.57539845,"https://akvoflow-87.s3.amazonaws.com/images/88b022f7-ea51-4e3c-a1fd-09b6d9425c59.jpg"
"Kayes","fonctionnel",3,"Yes","non",NA,"Non",15.27620155,-11.70655115,"https://akvoflow-87.s3.amazonaws.com/images/c665601f-595e-4480-bc9d-216da4537b0e.jpg"
"Kayes","fonctionnel",3,"Yes","non",NA,"Non",15.27471971,-11.70936811,"https://akvoflow-87.s3.amazonaws.com/images/c2793b37-96d5-41a7-ab93-1c7ab9e32aef.jpg"
"Kayes","fonctionnel",12,"No",NA,NA,"Non",12.98456288,-8.80630555,"https://akvoflow-87.s3.amazonaws.com/images/b58f2c6d-f12a-46e0-b96e-1ad3f1cb2af5.jpg"
"Kayes","fonctionnel",12,"No",NA,NA,"Non",15.18652446,-11.78622549,"https://akvoflow-87.s3.amazonaws.com/images/1e8ae077-737e-4880-bb3b-223ec66b1c4f.jpg"
"Kayes","fonctionnel",4,"Yes","non",NA,"Non",15.27362666,-11.70871718,"https://akvoflow-87.s3.amazonaws.com/images/e429376e-41e4-4038-ac59-b0820acae417.jpg"
"Kayes","fonctionnel",9,"Yes","non",NA,"Non",15.1870758,-11.78629942,"https://akvoflow-87.s3.amazonaws.com/images/1bbc07ab-8168-4d45-bc8b-84147a3dd307.jpg"
"Kayes","fonctionnel",3,"Yes","non",NA,"Non",15.26730502,-11.7133286,"https://akvoflow-87.s3.amazonaws.com/images/c5627c21-7eb1-40cf-b607-d9bc0440de71.jpg"
"Kayes","fonctionnel",9,"Yes","non",NA,"Non",12.92462905,-8.88962931,"https://akvoflow-87.s3.amazonaws.com/images/d79e9110-53e5-4992-a337-b9a96c2c5ddb.jpg"
"Kayes","fonctionnel",12,"No",NA,NA,"Non",15.26413755,-11.71329765,"https://akvoflow-87.s3.amazonaws.com/images/8d6bedf6-8ac9-4630-85ce-5dd092683276.jpg"
"Kayes","fonctionnel",7,"Yes","non",NA,"Non",15.29382591,-10.66411986,"https://akvoflow-87.s3.amazonaws.com/images/6576a4a8-c833-4d5c-af6b-120815464b17.jpg"
"Kayes","fonctionnel",3,"Yes","non",NA,"Non",12.90206772,-8.8511875,"https://akvoflow-87.s3.amazonaws.com/images/f3ad77b1-38e2-42c2-9c76-b42892568591.jpg"
"Kayes","fonctionnel",4,"Yes","non",NA,"Non",15.29401038,-10.66394126,"https://akvoflow-87.s3.amazonaws.com/images/082b4063-8497-4244-b30b-61f0227850fe.jpg"
"Kayes","fonctionnel",6,"Yes","non",NA,"Non",15.19387457,-11.78079247,"https://akvoflow-87.s3.amazonaws.com/images/9a236dc9-5d76-4102-a330-d07bb624a010.jpg"
"Kayes","fonctionnel",6,"Yes","non",NA,"Non",15.29271668,-10.66826088,"https://akvoflow-87.s3.amazonaws.com/images/7cb52576-c670-48a2-a572-fc5161f821cf.jpg"
"Kayes","fonctionnel",12,"No",NA,NA,"Non",15.11169805,-9.34774619,"https://akvoflow-87.s3.amazonaws.com/images/14893024-710f-4b73-975a-c98336c7cdbc.jpg"
"Kayes","fonctionnel",10,"Yes","non",NA,"Non",15.11183606,-9.34744733,"https://akvoflow-87.s3.amazonaws.com/images/7d2cc29d-d488-403f-944a-d2d0353ed752.jpg"
"Kayes","fonctionnel",12,"No",NA,NA,"Non",15.1121143,-9.34726746,"https://akvoflow-87.s3.amazonaws.com/images/502651bc-560a-485b-b9f0-de4ff051f3ac.jpg"
"Kayes","fonctionnel",12,"No",NA,NA,"Non",15.12511822,-10.69828973,"https://akvoflow-87.s3.amazonaws.com/images/d20c0aec-94ff-486e-ae84-620b93da4645.jpg"
"Kayes","fonctionnel",12,"No",NA,NA,"Non",14.95124702,-9.77614044,"https://akvoflow-87.s3.amazonaws.com/images/09260179-b7c5-4bbd-baae-0056eebfa435.jpg"
"Kayes","fonctionnel",4,"Yes","non",NA,"Non",14.95262032,-9.78723644,"https://akvoflow-87.s3.amazonaws.com/images/1ce83fe7-fccc-49ba-aefe-2eab6f924d0f.jpg"
"Kayes","fonctionnel",12,"No",NA,NA,"Non",15.10640828,-9.34593254,"https://akvoflow-87.s3.amazonaws.com/images/72bc7984-efce-4307-a43e-fe290c2a0e4d.jpg"
"Kayes","fonctionnel",10,"Yes","non",NA,"Non",15.28254001,-10.70911283,"https://akvoflow-87.s3.amazonaws.com/images/9242d3d7-e50a-4668-a2fb-63331855ce13.jpg"
"Kayes","fonctionnel",9,"Yes",NA,NA,"Non",15.12091103,-10.69978491,"https://akvoflow-87.s3.amazonaws.com/images/0ec0860e-afbe-46b6-a159-bb8ac0810582.jpg"
"Kayes","fonctionnel",6,"Yes","non",NA,"Non",14.99972567,-9.86422259,"https://akvoflow-87.s3.amazonaws.com/images/f2bfd851-55d2-48fd-91f7-043836aed8ca.jpg"
"Kayes","fonctionnel",7,"Yes","non",NA,"Non",14.95141456,-9.77583409,"https://akvoflow-87.s3.amazonaws.com/images/11e73b09-b6a0-4cf6-b38a-9f3cb32ecce8.jpg"
"Kayes","fonctionnel",8,"Yes","non",NA,"Non",15.27894677,-10.70918248,"https://akvoflow-87.s3.amazonaws.com/images/2360be1e-aa9a-4fbb-a384-5559b474f83b.jpg"
"Kayes","fonctionnel",12,"No",NA,NA,"Non",15.12397545,-10.69462924,"https://akvoflow-87.s3.amazonaws.com/images/7f00f96d-4c89-490e-ae1f-89525e8453cd.jpg"
"Kayes","fonctionnel",6,"Yes","non",NA,"Non",14.99873301,-9.86423769,"https://akvoflow-87.s3.amazonaws.com/images/8ccc6e99-29ff-4089-bf6c-00bd04eb3a96.jpg"
"Kayes","fonctionnel",9,"Yes","non",NA,"Non",15.11889066,-10.67290444,"https://akvoflow-87.s3.amazonaws.com/images/4e94a9c1-b9db-4326-8244-0e79ef5de6b5.jpg"
"Kayes","fonctionnel",9,"Yes","non",NA,"Non",15.11849758,-10.67031235,"https://akvoflow-87.s3.amazonaws.com/images/21d0e179-f628-4210-b9a4-65193e7c9a2b.jpg"
"Kayes","fonctionnel",8,"Yes","non",NA,"Non",12.82828162,-8.88629478,"https://akvoflow-87.s3.amazonaws.com/images/46b9ee01-6243-459d-ab7e-2afa6eac67c6.jpg"
"Kayes","fonctionnel",12,"No",NA,NA,"Non",12.3014199,-10.94726918,"https://akvoflow-87.s3.amazonaws.com/images/f16d1c8e-651d-495e-a88b-ce8ea6a00bd6.jpg"
"Kayes","fonctionnel",6,"Yes","non",NA,"Non",15.21378382,-10.64998915,"https://akvoflow-87.s3.amazonaws.com/images/b4c14e68-6ecb-49c9-9176-4cef5557cfe9.jpg"
"Kayes","fonctionnel",12,"No",NA,NA,"Non",13.05447783,-8.68305919,"https://akvoflow-87.s3.amazonaws.com/images/f608fe1a-0080-4634-859c-c4bb37545cea.jpg"
"Kayes","fonctionnel",10,"Yes","non",NA,"Non",15.21288351,-10.65240104,"https://akvoflow-87.s3.amazonaws.com/images/740d6538-4e8d-48e1-80ce-af4a704fd9f7.jpg"
"Kayes","fonctionnel",8,"Yes","non",NA,"Non",15.21321904,-10.65388272,"https://akvoflow-87.s3.amazonaws.com/images/faa7429f-603f-4c43-9837-1a743ad032e5.jpg"
"Kayes","non utilisé",4,"Yes","non",NA,"Non",13.05267304,-8.68188759,"https://akvoflow-87.s3.amazonaws.com/images/e7a57822-931c-4be6-b7a4-dd9817a55a38.jpg"
"Kayes","fonctionnel",6,"Yes","non",NA,"Non",15.21260907,-10.65473553,"https://akvoflow-87.s3.amazonaws.com/images/7709f2a0-fe9b-4dcb-b61f-a2c0a2260e44.jpg"
"Kayes","fonctionnel",8,"Yes","non",NA,"Non",15.21323442,-10.65449879,"https://akvoflow-87.s3.amazonaws.com/images/5ad020fe-9485-41e9-ba9a-6c9b255a6347.jpg"
"Kayes","fonctionnel",12,"No",NA,NA,"Non",15.11482938,-11.82554876,"https://akvoflow-87.s3.amazonaws.com/images/3fa9577b-0229-4b7e-b95c-0f91d0dc8f1b.jpg"
"Kayes","fonctionnel",12,"No",NA,NA,"Non",13.60833528,-11.01743494,"https://akvoflow-87.s3.amazonaws.com/images/d2c782e8-b68f-440d-8f04-0bb718cba200.jpg"
"Kayes","non utilisé",8,"Yes","non",NA,"Non",15.10992913,-11.82549922,"https://akvoflow-87.s3.amazonaws.com/images/c68ccd4e-b65d-4461-bcb3-feb77e8bca0c.jpg"
"Kayes","non utilisé",10,"Yes","non",NA,"Non",15.10584761,-11.82836223,"https://akvoflow-87.s3.amazonaws.com/images/10235c95-7255-46a6-aa0b-7917db876500.jpg"
"Kayes","non utilisé",10,"Yes","non",NA,"Non",15.10384336,-11.83014187,"https://akvoflow-87.s3.amazonaws.com/images/d945903d-bb76-4b9f-a362-93a951745684.jpg"
"Kayes","fonctionnel",10,"Yes","non",NA,"Non",15.10742579,-11.82928251,"https://akvoflow-87.s3.amazonaws.com/images/fe2e7c02-3ab4-42cf-88a2-2cfa00651997.jpg"
"Kayes","fonctionnel",9,"Yes","non",NA,"Non",15.0649207,-11.75861406,"https://akvoflow-87.s3.amazonaws.com/images/61944b3d-25f2-4989-aac6-766d95f1b696.jpg"
"Kayes","fonctionnel",9,"Yes","non",NA,"Non",15.06513513,-11.7583407,"https://akvoflow-87.s3.amazonaws.com/images/290de646-aa29-43d6-8761-fd4059d65dc5.jpg"
"Kayes","fonctionnel",12,"No",NA,NA,"Non",15.14347411,-10.67265864,"https://akvoflow-87.s3.amazonaws.com/images/a6838227-7297-4747-b63b-5f4ec3892eb5.jpg"
"Kayes","fonctionnel",9,"Yes","non",NA,"Non",15.06531403,-11.75833256,"https://akvoflow-87.s3.amazonaws.com/images/abb99ae3-4db1-4463-bfc3-417ca7fb5306.jpg"
"Kayes","fonctionnel",8,"Yes","non",NA,"Non",15.06544501,-11.75813415,"https://akvoflow-87.s3.amazonaws.com/images/10cd1a67-7497-443e-b7bf-b2610e344c91.jpg"
"Kayes","fonctionnel",12,"No",NA,NA,"Non",15.14622898,-10.67334929,"https://akvoflow-87.s3.amazonaws.com/images/5d9e93b2-4a16-4569-bada-60404453c8ec.jpg"
"Kayes","fonctionnel",12,"No",NA,NA,"Non",15.14663226,-10.67252573,"https://akvoflow-87.s3.amazonaws.com/images/07c71350-1634-4b2d-83ef-c3dd3afbdf08.jpg"
"Kayes","fonctionnel",9,"Yes","non",NA,"Non",15.06290363,-11.75696034,"https://akvoflow-87.s3.amazonaws.com/images/5ebdae92-03f8-4864-a08d-77e4eb3ef873.jpg"
"Kayes","fonctionnel",9,"Yes","non",NA,"Non",15.06252761,-11.75691765,"https://akvoflow-87.s3.amazonaws.com/images/ffff1ace-9d78-4017-bbc4-66ff2835112d.jpg"
"Kayes","fonctionnel",9,"Yes","non",NA,"Non",15.0626114,-11.75719092,"https://akvoflow-87.s3.amazonaws.com/images/5e7d733e-e6bc-48c8-aaed-9994cf47005e.jpg"
"Kayes","fonctionnel",8,"Yes","non",NA,"Non",15.06101336,-11.76206536,"https://akvoflow-87.s3.amazonaws.com/images/0efe364c-55b1-451c-9261-4212ef5292f0.jpg"
"Kayes","fonctionnel",8,"Yes","non",NA,"Non",15.14629959,-11.65234878,"https://akvoflow-87.s3.amazonaws.com/images/60a3d48d-827c-4983-bf63-ef2cb91b1882.jpg"
"Kayes","fonctionnel",8,"Yes","non",NA,"Non",15.14745041,-11.64934007,"https://akvoflow-87.s3.amazonaws.com/images/338a14ed-e969-4108-b3b1-1a877486735b.jpg"
"Kayes","fonctionnel",8,"Yes","non",NA,"Non",15.14700002,-11.65023533,"https://akvoflow-87.s3.amazonaws.com/images/3e50c2e0-d392-43ea-9eb7-274dde07d02a.jpg"
"Kayes","fonctionnel",7,"Yes","non",NA,"Non",15.15887184,-11.65017212,"https://akvoflow-87.s3.amazonaws.com/images/96940e2f-ac57-4547-b23e-c1bedb7149b2.jpg"
"Kayes","fonctionnel",7,"Yes","non",NA,"Non",15.15769603,-11.65148462,"https://akvoflow-87.s3.amazonaws.com/images/038278e9-3b9c-4562-bbaa-9011fffe6b01.jpg"
"Kayes","non utilisé",NA,"No",NA,NA,"Non",14.99110241,-11.79191052,"https://akvoflow-87.s3.amazonaws.com/images/be0f4764-bfa5-45bd-a10e-92d0b406b084.jpg"
"Kayes","fonctionnel",8,"Yes","non",NA,"Non",15.14827354,-11.64872317,"https://akvoflow-87.s3.amazonaws.com/images/96ae5f6a-6a6f-4a30-8396-5c882023f76f.jpg"
"Kayes","fonctionnel",7,"Yes","non",NA,"Non",15.15632927,-11.6540121,"https://akvoflow-87.s3.amazonaws.com/images/cdc861bc-e26d-4c7a-b0e4-d154269709fc.jpg"
"Kayes","fonctionnel",7,"Yes","non",NA,"Non",15.15379491,-11.65088472,"https://akvoflow-87.s3.amazonaws.com/images/13edbef0-03af-4666-aac6-dbdade7d252d.jpg"
"Kayes","fonctionnel",7,"Yes","non",NA,"Non",15.15073912,-11.66176729,"https://akvoflow-87.s3.amazonaws.com/images/15ff0b89-0ead-4f26-824c-a8d2ad7f495b.jpg"
"Kayes","fonctionnel",7,"Yes","non",NA,"Non",15.15054046,-11.64809473,"https://akvoflow-87.s3.amazonaws.com/images/ff2fa6fc-50ef-4bb2-a8ac-4d8c171d079b.jpg"
"Kayes","fonctionnel",9,"Yes","non",NA,"Non",15.1525225,-11.64715179,"https://akvoflow-87.s3.amazonaws.com/images/cd79d8f3-3f33-4ad3-89b9-5f6693f81563.jpg"
"Kayes","sec",7,"Yes","oui","un mois","Non",15.15162875,-11.64710842,"https://akvoflow-87.s3.amazonaws.com/images/5538bd54-c326-472c-8c00-6e8f6437bc2e.jpg"
"Kayes","fonctionnel",8,"Yes","non",NA,"Non",15.15460162,-11.64777149,"https://akvoflow-87.s3.amazonaws.com/images/d9b2e7e7-be63-4a5d-9089-285d19bf457d.jpg"
"Kayes","fonctionnel",8,"Yes","non",NA,"Non",14.99637566,-11.79335792,"https://akvoflow-87.s3.amazonaws.com/images/f1c6ad9d-a0da-46b3-a6df-e8f77cc658fc.jpg"
"Kayes","fonctionnel",8,"Yes","non",NA,"Non",15.14903139,-11.64808498,"https://akvoflow-87.s3.amazonaws.com/images/b72acbc2-01d0-4208-9595-92c6ce2a3563.jpg"
"Kayes","fonctionnel",8,"Yes","non",NA,"Non",15.14778049,-11.64974709,"https://akvoflow-87.s3.amazonaws.com/images/21e27f3f-d935-41ed-8a04-8ce9d1a07b8f.jpg"
"Kayes","fonctionnel",7,"Yes","non",NA,"Non",15.14686212,-11.65039053,"https://akvoflow-87.s3.amazonaws.com/images/65f1c2db-dfdc-45a7-8fb5-3e4086422dad.jpg"
"Kayes","fonctionnel",9,"Yes","non",NA,"Non",14.99656383,-11.79333282,"https://akvoflow-87.s3.amazonaws.com/images/103a1a74-6ad8-4df5-8051-f62ecefe3a9a.jpg"
"Kayes","fonctionnel",7,"Yes","non",NA,"Non",15.06526802,-11.76375856,"https://akvoflow-87.s3.amazonaws.com/images/5e90bc6c-0f1b-42e9-ba96-51ad0a9e72c9.jpg"
"Kayes","fonctionnel",9,"Yes","non",NA,"Non",15.06634795,-11.76147384,"https://akvoflow-87.s3.amazonaws.com/images/640c6bf2-5847-45d0-b52f-d423f9af3d53.jpg"
"Kayes","fonctionnel",12,"No",NA,NA,"Non",15.08984345,-9.71258626,"https://akvoflow-87.s3.amazonaws.com/images/31b31914-00cf-4a5e-af0d-e4e48195cbba.jpg"
"Kayes","fonctionnel",8,"Yes","non",NA,"Non",15.08994412,-9.71314509,"https://akvoflow-87.s3.amazonaws.com/images/f0d88635-2258-4c5f-958b-755b1374edf6.jpg"
"Kayes","fonctionnel",9,"Yes","non",NA,"Non",15.05485978,-9.60968625,"https://akvoflow-87.s3.amazonaws.com/images/02b67fab-593b-4ea2-a765-e8672e393164.jpg"
"Kayes","fonctionnel",12,"No",NA,NA,"Non",15.03471071,-9.64972215,"https://akvoflow-87.s3.amazonaws.com/images/a4ccdd3e-7405-45c4-a375-390fd8761bdc.jpg"
"Kayes","fonctionnel",9,"Yes","non",NA,"Non",15.04961919,-9.61847324,"https://akvoflow-87.s3.amazonaws.com/images/733cd56e-dc55-4fc6-9ccf-d5bde95d34f4.jpg"
"Kayes","fonctionnel",8,"Yes","non",NA,"Non",15.08992752,-9.71274718,"https://akvoflow-87.s3.amazonaws.com/images/016ccfd6-4459-4a45-8c36-10b5c14d0898.jpg"
"Kayes","fonctionnel",8,"Yes","non",NA,"Non",15.05057934,-9.61334321,"https://akvoflow-87.s3.amazonaws.com/images/0e987e75-6875-4901-b4fd-ed49e1be1b82.jpg"
"Kayes","fonctionnel",8,"Yes","non",NA,"Non",15.08088439,-9.71313966,"https://akvoflow-87.s3.amazonaws.com/images/7bfef1ab-56c8-4c26-8409-4ac2db8fb41c.jpg"
"Kayes","fonctionnel",7,"Yes","non",NA,"Non",15.08425327,-9.71490324,"https://akvoflow-87.s3.amazonaws.com/images/9113331e-9aae-46b4-97db-2e77c59ce968.jpg"
"Kayes","fonctionnel",8,"Yes","non",NA,"Non",15.23708691,-10.01286556,"https://akvoflow-87.s3.amazonaws.com/images/8ce2bee8-3544-4680-bd19-c29c9f62df1b.jpg"
"Kayes","fonctionnel",5,"Yes","non",NA,"Non",15.23610127,-10.01209158,"https://akvoflow-87.s3.amazonaws.com/images/2e4db349-b14b-4d30-9ad5-ed6d1afb10bd.jpg"
"Kayes","fonctionnel",4,"Yes","non",NA,"Non",15.14797774,-9.94760301,"https://akvoflow-87.s3.amazonaws.com/images/95b44b8c-7bb9-4fd7-8b48-1af36ffbbbd9.jpg"
"Kayes","fonctionnel",4,"Yes","non",NA,"Non",15.14814631,-9.94760647,"https://akvoflow-87.s3.amazonaws.com/images/d21a7bd5-0e59-44ba-942d-0c4dcf9ffd6f.jpg"
"Kayes","fonctionnel",8,"Yes","non",NA,"Non",15.23389488,-10.01338879,"https://akvoflow-87.s3.amazonaws.com/images/833a0967-b759-4b96-84dd-7f05a8fccf95.jpg"
"Kayes","fonctionnel",7,"Yes","non",NA,"Non",15.14839526,-9.94766877,"https://akvoflow-87.s3.amazonaws.com/images/fe503640-19d0-4250-af21-186d7718cd67.jpg"
"Kayes","fonctionnel",7,"Yes","non",NA,"Non",15.14857732,-9.94762903,"https://akvoflow-87.s3.amazonaws.com/images/f3a62a45-e451-47c6-aebe-bfe586a68384.jpg"
"Kayes","fonctionnel",7,"Yes","non",NA,"Non",15.14841159,-9.94798588,"https://akvoflow-87.s3.amazonaws.com/images/f3032fd6-c0c9-40d4-9d67-460ad3f3e0af.jpg"
"Kayes","fonctionnel",6,"Yes","non",NA,"Non",14.99830354,-11.79566909,"https://akvoflow-87.s3.amazonaws.com/images/4780a030-dfbd-41ce-aeb1-8c5cd74e4984.jpg"
"Kayes","fonctionnel",7,"Yes","non",NA,"Non",15.14248812,-9.95258097,"https://akvoflow-87.s3.amazonaws.com/images/579c61e2-af90-499e-9f15-8e9e0095fd8d.jpg"
"Kayes","fonctionnel",6,"Yes","non",NA,"Non",14.99874481,-11.7955715,"https://akvoflow-87.s3.amazonaws.com/images/9ede9770-cd69-430a-b1be-994b9a8bef8e.jpg"
"Kayes","fonctionnel",7,"Yes","non",NA,"Non",15.14380002,-9.95350251,"https://akvoflow-87.s3.amazonaws.com/images/614f5a0b-4a92-49cf-99df-cf56713f2bde.jpg"
"Kayes","fonctionnel",12,"No",NA,NA,"Non",15.08679945,-9.50303356,"https://akvoflow-87.s3.amazonaws.com/images/57693fd3-6441-441c-af75-2269eb3955f9.jpg"
"Kayes","fonctionnel",6,"Yes","non",NA,"Non",14.99344797,-11.79568654,"https://akvoflow-87.s3.amazonaws.com/images/cf847aa3-0d03-4a9e-a211-dae56567db32.jpg"
"Kayes","fonctionnel",10,"Yes","non",NA,"Non",15.08782409,-9.50186231,"https://akvoflow-87.s3.amazonaws.com/images/d53afa56-cc80-4506-84b8-341b3785ca85.jpg"
"Kayes","sec",3,"Yes","oui","2 mois","Non",14.99269351,-11.79556671,"https://akvoflow-87.s3.amazonaws.com/images/8682c720-bd70-4e4b-9f40-ea88473d5eb9.jpg"
"Kayes","fonctionnel",12,"No",NA,NA,"Non",14.99334855,-11.79659929,"https://akvoflow-87.s3.amazonaws.com/images/0333c47d-616c-4850-9aeb-89e65fd8750c.jpg"
"Kayes","fonctionnel",5,"Yes","non",NA,"Non",15.09255781,-11.64787908,"https://akvoflow-87.s3.amazonaws.com/images/655231e6-3697-4da6-b4c0-e03c79a2ad95.jpg"
"Kayes","fonctionnel",12,"No",NA,NA,"Non",14.9935105,-11.79676301,"https://akvoflow-87.s3.amazonaws.com/images/93320784-352a-48d8-9580-3b8780a1c067.jpg"
"Kayes","fonctionnel",4,"Yes","non",NA,"Non",15.09237013,-11.64508898,"https://akvoflow-87.s3.amazonaws.com/images/3f05a6a4-8b4f-4fc9-8dca-f5464c7d0cef.jpg"
"Kayes","fonctionnel",9,"Yes","non",NA,"Non",14.8426015,-10.74725237,"https://akvoflow-87.s3.amazonaws.com/images/09637e6a-d142-4b3a-a83e-d223e71e583b.jpg"
"Kayes","non utilisé",NA,"No",NA,NA,"Non",14.99094117,-11.79435669,"https://akvoflow-87.s3.amazonaws.com/images/bfbad598-d7fd-4315-90ab-acc8e90eee4e.jpg"
"Kayes","fonctionnel",7,"Yes","non",NA,"Non",15.17306088,-9.94351222,"https://akvoflow-87.s3.amazonaws.com/images/cd19c19c-b998-4930-81d3-ffb878a1f08c.jpg"
"Kayes","fonctionnel",12,"No",NA,NA,"Non",14.93284484,-11.71131014,"https://akvoflow-87.s3.amazonaws.com/images/51977989-1e0c-4973-8cfc-c6f8af8b19a6.jpg"
"Kayes","non utilisé",NA,"No",NA,NA,"Non",15.3205157,-9.97545927,"https://akvoflow-87.s3.amazonaws.com/images/d88752a9-a64b-4704-9cf7-954e87521ac2.jpg"
"Kayes","sec",1,"Yes","oui","plusieurs années","Non",15.09273322,-11.64355563,"https://akvoflow-87.s3.amazonaws.com/images/82e28505-b8d1-4359-9f06-c8c18958407b.jpg"
"Kayes","fonctionnel",9,"Yes","non",NA,"Non",14.84471952,-10.74377357,"https://akvoflow-87.s3.amazonaws.com/images/490a08a0-b96a-4fde-ab01-2d0f7785dcf6.jpg"
"Kayes","fonctionnel",4,"Yes","non",NA,"Non",15.0909172,-11.64409069,"https://akvoflow-87.s3.amazonaws.com/images/42bc3a2f-10c9-434e-9183-0c8192f1c3ea.jpg"
"Kayes","fonctionnel",12,"No",NA,NA,"Non",14.99980119,-11.79240364,"https://akvoflow-87.s3.amazonaws.com/images/5f376073-fde6-4dfb-94fa-a6d8220428c2.jpg"
"Kayes","fonctionnel",9,"Yes",NA,NA,"Non",14.93681118,-11.71306165,"https://akvoflow-87.s3.amazonaws.com/images/096c6c6a-3b51-42f1-9db2-082f0a35faca.jpg"
"Kayes","fonctionnel",9,"Yes","non",NA,"Non",14.93772569,-11.7135182,"https://akvoflow-87.s3.amazonaws.com/images/57fda1f6-5284-4bfd-8fc4-09fb58d6c2c8.jpg"
"Kayes","fonctionnel",9,"Yes","non",NA,"Non",14.93699191,-11.71364414,"https://akvoflow-87.s3.amazonaws.com/images/f6b5a322-a9e0-4e98-a32b-de8a4a2745e2.jpg"
"Kayes","fonctionnel",7,"Yes","non",NA,"Non",15.17809985,-9.98689302,"https://akvoflow-87.s3.amazonaws.com/images/e6bbf3c2-928c-49ec-a1bd-3c04ec2a7580.jpg"
"Kayes","fonctionnel",9,"Yes","non",NA,"Non",15.11616064,-9.44051796,"https://akvoflow-87.s3.amazonaws.com/images/edb94a5e-f4a0-4320-8c04-c65b575d677d.jpg"
"Kayes","fonctionnel",7,"Yes","non",NA,"Non",15.17617709,-9.98518996,"https://akvoflow-87.s3.amazonaws.com/images/eac29b3c-dde0-4340-9190-28087999ed42.jpg"
"Kayes","fonctionnel",7,"Yes","non",NA,"Non",15.17611508,-9.98592998,"https://akvoflow-87.s3.amazonaws.com/images/9f71fc31-18eb-4fa9-8622-12575121e1a3.jpg"
"Kayes","fonctionnel",8,"Yes","non",NA,"Non",14.92123181,-9.46524689,"https://akvoflow-87.s3.amazonaws.com/images/933e4bf9-48b4-44e6-8a3a-3a7b20614b3b.jpg"
"Kayes","fonctionnel",12,"No",NA,NA,"Non",15.35920481,-9.941992,"https://akvoflow-87.s3.amazonaws.com/images/d3bd3963-8eb6-4eb8-8fb1-cfbc8e1240bb.jpg"
"Kayes","fonctionnel",3,"Yes","non",NA,"Non",15.18283991,-9.98451897,"https://akvoflow-87.s3.amazonaws.com/images/de369682-c64c-42bd-8901-8113b79fa834.jpg"
"Kayes","fonctionnel",7,"Yes","non",NA,"Non",15.18249386,-9.98250872,"https://akvoflow-87.s3.amazonaws.com/images/0603a6d1-c9a3-4c4e-b0e9-6ba060f241d1.jpg"
"Kayes","fonctionnel",7,"Yes","non",NA,"Non",15.18265237,-9.98262743,"https://akvoflow-87.s3.amazonaws.com/images/f7e065a4-e1e2-400b-a282-649f5c168ecf.jpg"
"Kayes","fonctionnel",12,"No",NA,NA,"Non",14.92660013,-9.46335617,"https://akvoflow-87.s3.amazonaws.com/images/0044956f-287d-4e56-ab78-610cf18a6091.jpg"
"Kayes","fonctionnel",7,"Yes","non",NA,"Non",15.18282656,-9.98234701,"https://akvoflow-87.s3.amazonaws.com/images/bdc05e9b-8e91-4700-902d-e6c16ef0d8c5.jpg"
